Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2017-06-05,132.23648803180652,132.23648803180652,130.04541217189828,130.85621643066406,1406800,0.0,0
2017-06-06,130.2963178700245,130.2963178700245,125.43155360071691,126.734619140625,2213000,0.0,0
2017-06-07,127.49715075703047,129.28283107818055,125.83695497371545,126.07826232910156,996300,0.0,0
2017-06-08,126.07827026217535,126.81185409477612,121.44517316570875,121.54169464111328,2226100,0.0,0
2017-06-09,121.56101209701224,124.15748194758982,119.19619527688873,123.89686584472656,1679200,0.0,0
2017-06-12,123.65551914210421,126.39676666259766,123.19220586438355,126.39676666259766,1466200,0.0,0
2017-06-13,126.39676755373601,127.09173379315936,124.15744334866153,127.05313110351562,896100,0.0,0
2017-06-14,127.34270498135217,127.34270498135217,125.60530388065361,126.04930114746094,880900,0.0,0
2017-06-15,125.99136820301085,127.22686041943594,124.6110974956879,126.58980560302734,1220600,0.0,0
2017-06-16,125.9335037847731,126.36785414772535,123.20190232108362,125.63428497314453,1725200,0.0,0
2017-06-19,125.76940003865894,126.51263083763405,124.10920420959465,125.09374237060547,1069500,0.0,0
2017-06-20,123.81965743134423,123.88723057591031,119.2734266963041,119.2830810546875,2233700,0.0,0
2017-06-21,119.99767797191676,119.99767797191676,114.20348792319814,115.99002838134766,2492900,0.06,0
2017-06-22,116.08660142150887,118.31736232252754,115.71963868933382,116.5597915649414,2118400,0.0,0
2017-06-23,116.60808605924052,117.26476128993409,114.6766891886941,115.63272857666016,2289600,0.0,0
2017-06-26,115.94173494798481,120.34532418351807,115.94173494798481,117.61239624023438,1544400,0.0,0
2017-06-27,117.22611021346574,119.07059741116196,117.12954186181044,117.77655792236328,1652600,0.0,0
2017-06-28,115.64238920659331,116.46323141427033,112.62940739493669,112.7066650390625,2106100,0.0,0
2017-06-29,112.26244215827775,114.19383901261371,111.65405480153187,112.06930541992188,2184100,0.0,0
2017-06-30,112.45557734760712,113.77858682697332,112.04998578203005,112.59077453613281,994900,0.0,0
2017-07-03,113.42125087921788,114.65735076665484,112.28172670613615,114.34832763671875,914800,0.0,0
2017-07-05,106.35235399082724,107.86850006795115,95.72967240474564,101.60111999511719,7348700,0.0,0
2017-07-06,100.89615076746773,102.19984185862747,98.74264054844075,99.62142944335938,2718300,0.0,0
2017-07-07,99.17720868849416,99.63108805105162,97.46792600433011,98.43362426757812,2118500,0.0,0
2017-07-10,98.44329125041862,98.8778525568407,96.08698494044819,97.69969940185547,1909300,0.0,0
2017-07-11,97.68037867080419,98.43362212087958,95.9614369785413,96.81124877929688,1432900,0.0,0
2017-07-12,97.5644865096819,98.9164654430236,97.05266765015863,97.47757720947266,1997100,0.0,0
2017-07-13,97.23615929745414,100.22982240345033,97.23615929745414,99.67937469482422,2222300,0.0,0
2017-07-14,100.1042898639884,100.12360058830933,98.14391611536506,98.53985595703125,1205400,0.0,0
2017-07-17,98.31775118079402,99.45727558094701,98.1342734958814,98.25015258789062,1646800,0.0,0
2017-07-18,98.2887799527869,98.50123477525082,96.55052728913412,96.85955047607422,2218300,0.0,0
2017-07-19,97.0237076168008,98.41431550119376,96.52154038401748,97.40998840332031,1413700,0.0,0
2017-07-20,97.24581074892349,100.56781508388654,96.38633989653714,99.68903350830078,1714500,0.0,0
2017-07-21,99.82423672657876,101.84254265332574,99.81457768054692,101.6590576171875,1216400,0.0,0
2017-07-24,101.50455302192563,101.59146233596,99.58281538988703,99.63109588623047,1413700,0.0,0
2017-07-25,100.03668370782484,102.3253913391406,99.92080462674625,101.67837524414062,1249100,0.0,0
2017-07-26,102.1032949166213,103.79326711401998,101.57215785036122,103.0400161743164,1700200,0.0,0
2017-07-27,104.34370267390153,106.7482893413481,103.56148205277596,106.55514526367188,2247300,0.0,0
2017-07-28,106.13024708383315,107.37599880360042,105.50254170086141,106.42961120605469,1033100,0.0,0
2017-07-31,107.78159637318917,109.02734816279643,106.7579584519264,108.16787719726562,1977700,0.0,0
2017-08-01,108.15821671386567,110.18618180371189,107.01869235020825,110.13790130615234,1513100,0.0,0
2017-08-02,109.7805771870131,110.93941213816575,109.56812239350675,110.55313873291016,1775200,0.0,0
2017-08-03,110.3503496782856,111.44159355349136,106.6613821935703,106.73863983154297,1812700,0.0,0
2017-08-04,107.31805804506034,108.0133620557293,106.51653399113899,107.20217895507812,944000,0.0,0
2017-08-07,107.05730022826471,107.35666430473668,104.48853954727174,105.73429107666016,1435300,0.0,0
2017-08-08,105.75361990456423,107.0090232384374,104.57546683305902,105.63773345947266,863600,0.0,0
2017-08-09,105.4928913286609,106.49721855045611,104.69136725477411,105.43495178222656,938000,0.0,0
2017-08-10,104.72032338602918,105.0872860784658,101.63974352854727,102.48955535888672,1844500,0.0,0
2017-08-11,102.4509201384279,103.78358839104399,101.63007812885134,103.65804290771484,1902800,0.0,0
2017-08-14,104.1795366541914,106.04333478780964,102.68270861350652,105.57014465332031,2130200,0.0,0
2017-08-15,88.83457672315929,89.80993398313437,79.39004936053792,84.09300231933594,19749500,0.0,0
2017-08-16,83.59085170013601,89.66509556050181,83.58120002081182,88.37106323242188,6530800,0.0,0
2017-08-17,87.63712735830259,92.21453558381502,87.08667958034663,89.66509246826172,4675100,0.0,0
2017-08-18,89.65543622740955,91.74134831506635,88.96979124517814,90.06103515625,3073800,0.0,0
2017-08-21,90.70804560123965,92.65875301120782,90.31210574434131,91.9248275756836,1968900,0.0,0
2017-08-22,91.96344543255822,93.43130349634912,91.8089301796893,92.5138931274414,2075200,0.0,0
2017-08-23,92.02138517062102,92.66840121612177,89.90650369041309,90.33141326904297,1775600,0.0,0
2017-08-24,90.9494576038194,91.98275439257685,89.19188715842746,89.90650177001953,1407800,0.0,0
2017-08-25,90.28312521222617,94.48391102767074,89.80993514377744,92.5138931274414,1633200,0.0,0
