Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2017-06-05,58.45903289248609,58.497493663306585,58.00713167271877,58.07443618774414,1473300,0.0,0
2017-06-06,57.824437175631324,58.21865085470197,57.78597640991212,57.78597640991211,1968000,0.0,0
2017-06-07,57.939828970315666,58.43019467510742,57.67061088474926,58.29558563232422,1617500,0.0,0
2017-06-08,58.295582750867744,58.391731014440055,57.41100332115365,57.83406448364258,3486600,0.0,0
2017-06-09,57.98790126543392,58.12251029543387,56.85333420140433,56.93025207519531,2352300,0.0,0
2017-06-12,56.86295332993852,57.12255805748887,55.88222558179986,56.71873092651367,2579600,0.0,0
2017-06-13,56.795645041652485,57.34369820752922,56.66103600692081,56.99755859375,1527000,0.0,0
2017-06-14,57.247555102394664,57.47831242048903,56.776419770568054,57.09371566772461,1202800,0.0,0
2017-06-15,56.9398691018073,57.00717361680728,56.55526872938945,56.93025207519531,1091800,0.0,0
2017-06-16,57.08408757347522,57.48791830358511,56.95909557866424,57.21869659423828,2157500,0.0,0
2017-06-19,57.28600859777686,58.33403709164981,57.28600859777686,58.218658447265625,2383700,0.0,0
2017-06-20,58.21865656575419,58.57440951400378,57.97828225815997,58.00712966918945,1821700,0.0,0
2017-06-21,57.98789784125084,58.19942473255112,57.37253654815514,57.487918853759766,2247900,0.0,0
2017-06-22,57.63215060309552,58.4590389219159,57.314858380653604,58.2763557434082,3473200,0.0,0
2017-06-23,58.25712025453276,58.25712025453276,57.20908807419187,57.468692779541016,2879800,0.0,0
2017-06-26,57.487921570894336,57.64176098448421,56.872563916534865,56.95909881591797,1535500,0.0,0
2017-06-27,56.85333513518359,57.276392617534896,56.57450004399201,56.61296081542969,1060300,0.0,0
2017-06-28,56.987942258171806,57.401386367722914,56.92063774432125,57.112937927246094,1191500,0.0,0
2017-06-29,57.19195350488738,57.46177483173953,56.36322733781159,56.66195297241211,1356800,0.132,0
2017-06-30,56.854682548824876,57.403956306488574,56.70050050590156,57.153411865234375,1593800,0.0,0
2017-07-03,57.42323050204256,57.799049008337114,56.979957580566406,56.979957580566406,1489600,0.0,0
2017-07-05,57.03778264453741,57.86651265003647,57.03778264453741,57.59669494628906,1639000,0.0,0
2017-07-06,57.29796361157608,57.5966929704705,56.9221450582514,57.06669235229492,2249500,0.0,0
2017-07-07,57.36540684946587,57.88577259536747,57.172682062974616,57.46177291870117,965400,0.0,0
2017-07-10,57.31723450624906,57.866508319769025,57.22087209811898,57.68341827392578,1146000,0.0,0
2017-07-11,57.8086888033889,57.97250562237113,57.29795777881895,57.62559509277344,2976000,0.0,0
2017-07-12,58.136324830328476,58.77232622851453,57.972504338982866,58.52177810668945,1439400,0.0,0
2017-07-13,59.022869388041876,59.08068903243141,58.46395718691264,58.965049743652344,2059600,0.0,0
2017-07-14,59.05178704176245,59.417970830877735,58.704876470599594,59.28306198120117,1285500,0.0,0
2017-07-17,59.36015096379286,59.59142590240082,59.16742613694174,59.31196975708008,1332700,0.0,0
2017-07-18,59.19633093292292,59.30233178756797,58.733784756645605,58.98432922363281,1520100,0.0,0
2017-07-19,59.090324123606166,59.3986882100498,58.94577684984015,59.14814376831055,1512200,0.0,0
2017-07-20,59.21559904995005,59.31196144987914,58.59887086802802,58.76268768310547,2009400,0.0,0
2017-07-21,58.6181457224627,59.36014430984448,58.55068762943796,59.13850784301758,1283200,0.0,0
2017-07-24,59.14814307446104,59.340871545224935,59.02286901706603,59.26377868652344,973800,0.0,0
2017-07-25,59.33123458339366,59.41796221360644,58.18450585146024,58.338687896728516,1692000,0.0,0
2017-07-26,58.37723373920054,58.5988701972925,57.230501342824475,57.54850387573242,2520700,0.0,0
2017-07-27,57.644870265047416,58.04960045531242,57.43286856176621,57.731597900390625,1945000,0.0,0
2017-07-28,57.73159196138822,58.039956038444025,57.44250109864712,57.89541244506836,1236400,0.0,0
2017-07-31,58.12668265730593,58.415773515035966,57.587043693817414,57.6159553527832,1038700,0.0,0
2017-08-01,57.85686793634359,58.09777760928707,57.63523147835438,57.760501861572266,1323600,0.0,0
2017-08-02,57.8183150963981,58.136317593903236,57.355769016745654,58.011043548583984,1121500,0.0,0
2017-08-03,57.962867714040016,58.242320135760025,57.78941245863322,58.17486572265625,982900,0.0,0
2017-08-04,58.319410550504074,58.53141222622699,57.827952788780884,57.9435920715332,778800,0.0,0
2017-08-07,57.97251361190999,58.67596953787944,57.82796631266002,58.65669631958008,975700,0.0,0
2017-08-08,58.463951458227505,58.76268074431716,57.89540821939442,57.953224182128906,1162300,0.0,0
2017-08-09,57.88577485457448,58.039956895378815,57.22086549285389,57.50995635986328,1965000,0.0,0
2017-08-10,57.19195994573522,57.33650723268429,56.103050774415685,56.44032287597656,2471500,0.0,0
2017-08-11,56.56559032805089,57.52922899232436,56.55595188285388,57.17268371582031,1511600,0.0,0
2017-08-14,57.62559607586346,57.85687099153747,57.38468639019849,57.45214080810547,2409800,0.0,0
2017-08-15,57.52923508281382,57.70269035482554,56.9606880636621,57.22087097167969,2933300,0.0,0
2017-08-16,59.890143053125705,60.150322251518446,58.55068225330732,59.8805046081543,6892000,0.0,0
2017-08-17,59.74560031149391,59.81305472744382,58.569959903241276,58.64705276489258,3501600,0.0,0
2017-08-18,58.55068075561145,59.47577662174875,58.088134660537605,59.022865295410156,2357900,0.0,0
2017-08-21,58.86868196527476,59.74559294042529,58.74340791854196,59.49504852294922,1486100,0.0,0
2017-08-22,59.62032610040665,60.72851208994174,59.60105288504196,60.670692443847656,1666400,0.0,0
