Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2017-06-05,32.487122289614206,33.412483154289106,32.487122289614206,33.153778076171875,2605000,0.0,0
2017-06-06,32.94483065234549,33.32293607686948,32.61647504260075,32.77567672729492,3631100,0.0,0
2017-06-07,32.98462846248976,33.00452534971999,32.23836993433992,32.656272888183594,3330700,0.0,0
2017-06-08,32.43737014848478,33.48213515588023,32.42742170457017,33.332881927490234,3286500,0.0,0
2017-06-09,33.472183730523106,33.83038845083876,32.68612379379345,32.8453254699707,3073600,0.0,0
2017-06-12,32.656272701188286,33.04432652629739,31.621461868286133,31.621461868286133,4719500,0.0,0
2017-06-13,31.810514226926028,32.38563184153942,31.392609357072697,32.317970275878906,2997100,0.0,0
2017-06-14,32.40752042137614,32.51697228074777,31.05430433399447,31.382659912109375,3726600,0.0,0
2017-06-15,30.964756251088634,31.293109944047195,30.45730019872837,30.586650848388672,3226900,0.0,0
2017-06-16,30.6463521105361,30.70903945686065,29.40258778952678,29.850343704223633,4767100,0.0,0
2017-06-19,30.218498279607143,31.143857324986953,30.009544890252293,30.735902786254883,3909100,0.0,0
2017-06-20,30.536900116537268,30.93987851521744,30.258296243879553,30.298097610473633,2567600,0.0,0
2017-06-21,30.437401042132574,30.437401042132574,29.487165163477695,29.54189109802246,3489600,0.0,0
2017-06-22,29.661288918881816,30.099094460611393,29.51203759037939,29.651338577270508,2906700,0.0,0
2017-06-23,29.97969403089091,31.273210049303028,29.641391885280978,30.934906005859375,6410900,0.0,0
2017-06-26,31.034406365996077,31.138882108420244,30.497099294385542,31.024456024169922,2936000,0.0,0
2017-06-27,31.442362708399095,32.33787264832441,31.33291083982104,31.472211837768555,5464800,0.0,0
2017-06-28,31.939863514389607,32.83537526721693,31.77071340311509,32.78562545776367,3769000,0.0,0
2017-06-29,32.94483009218011,33.173682272807554,32.447324361511534,33.01448059082031,3841300,0.0,0
2017-06-30,32.99457956669656,33.28313379847616,32.37269740975817,32.487125396728516,3032300,0.0,0
2017-07-03,32.77567794737162,34.128894215479434,32.75080493688987,33.85029220581055,3114300,0.0,0
2017-07-05,33.999538084026,34.08411693864844,33.402532755832055,33.60153579711914,4007000,0.0,0
2017-07-06,33.44233384346231,35.20350448126893,33.43238160386419,33.7209358215332,6220900,0.0,0
2017-07-07,33.83039268399276,34.19854589453158,33.099058587781954,34.01944351196289,3776600,0.0,0
2017-07-10,33.74083625017402,34.27814331439516,33.5119840848207,33.969688415527344,3037400,0.0,0
2017-07-11,34.0492935773717,34.90500404534396,33.82044139569709,34.825401306152344,4244100,0.0,0
2017-07-12,35.07415383175332,35.2930575667353,34.26819318577486,34.42739486694336,4334400,0.0,0
2017-07-13,35.27315267805546,36.19851352570311,35.25325199582285,35.83035659790039,5302100,0.0,0
2017-07-14,36.01941651807658,36.25821714891561,35.80051277675114,36.138816833496094,4217600,0.0,0
2017-07-17,36.25821569443621,36.50696855572104,36.024391193189125,36.21841812133789,3463700,0.0,0
2017-07-18,36.21841518642233,36.298014121836204,35.62140609031619,36.24826431274414,3052600,0.0,0
2017-07-19,36.42736873374487,36.43731717786223,35.890061655391186,36.31791687011719,4516100,0.0,0
2017-07-20,35.77066023217335,37.123876329976184,35.77066023217335,36.53681945800781,4767400,0.0,0
2017-07-21,36.367666399249295,36.675126838994494,36.32388717240558,36.43731689453125,2527500,0.0,0
2017-07-24,36.4074698232148,36.69602406034889,36.32786708372917,36.5069694519043,2244800,0.0,0
