Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2017-06-05,34.52940573519785,34.52940573519785,33.95852889246819,34.24396896362305,224000,0.0,0
2017-06-06,34.25261744369723,34.538057517191746,33.880682178005635,34.235321044921875,341900,0.0,0
2017-06-07,34.32180870547522,34.987832097895556,34.29586081342617,34.79753875732422,220200,0.0,0
2017-06-08,34.90134990216141,34.90134990216141,34.46021903369901,34.64186096191406,202600,0.0,0
2017-06-09,34.641850974533966,35.24732719360389,34.42560970340756,35.04838562011719,208100,0.0,0
2017-06-12,35.11758586382564,35.74901336460097,35.11758586382564,35.532772064208984,323700,0.0,0
2017-06-13,35.63722541834676,35.82873087407469,35.27162771624444,35.68075180053711,325700,0.26,0
2017-06-14,35.9593022086739,35.9593022086739,35.32385623242559,35.53276824951172,227300,0.0,0
2017-06-15,35.31515078954807,35.82002760187211,35.31515078954807,35.584999084472656,326900,0.0,0
2017-06-16,35.41960471189991,35.41960471189991,34.6971126341601,34.87120819091797,380400,0.0,0
2017-06-19,34.87121047272828,34.87121047272828,34.462086385665586,34.61006546020508,214200,0.0,0
2017-06-20,34.575251776991216,34.71452757856572,34.15742437226769,34.444679260253906,212000,0.0,0
2017-06-21,34.435971381137364,34.592657052079076,34.07907697968049,34.409854888916016,182800,0.0,0
2017-06-22,34.46207811554377,34.98436137406042,34.192229883639115,34.65358352661133,221100,0.0,0
2017-06-23,34.64488522552845,35.07141920131282,34.57524899065154,34.70581817626953,426200,0.0,0
2017-06-26,34.82767721656272,35.21939133744103,34.670994888807506,34.83638381958008,226800,0.0,0
2017-06-27,34.74933207246289,35.193275820018584,34.705809022070106,35.01918029785156,191900,0.0,0
2017-06-28,35.11493574662714,35.36737410747708,34.923430325210475,34.949546813964844,261100,0.0,0
2017-06-29,34.77545283479665,35.167166977684495,34.653586950475166,34.731929779052734,232400,0.0,0
2017-06-30,34.84509760432765,34.97567012417373,34.235768033304886,34.287994384765625,201100,0.0,0
2017-07-03,34.28799452891416,35.141059252529466,34.28799452891416,34.8973274230957,228500,0.0,0
2017-07-05,35.00178676751055,35.00178676751055,34.1313120705582,34.36634063720703,243800,0.0,0
2017-07-06,34.12259713015384,34.32280584360034,33.76570275912376,33.85274887084961,175000,0.0,0
