Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2017-06-05,35.9019000703001,36.01740113596203,35.46876648442703,35.51689529418945,105600,0.0,0
2017-06-06,35.22814452682695,35.42064879119977,34.9875151142893,35.18001937866211,109600,0.0,0
2017-06-07,35.257293416170384,35.40218787673986,34.69703876577556,34.87091064453125,80300,0.13,0
2017-06-08,34.91921636874813,35.691978340383244,34.77432188695791,35.49878692626953,91900,0.0,0
2017-06-09,35.6436854780132,36.36815060004744,35.49879097967828,36.27155303955078,183300,0.0,0
2017-06-12,36.12665353701932,36.513032631615374,34.76465958256827,36.03005599975586,150100,0.0,0
2017-06-13,36.174948052427204,36.706221575103044,35.98175667559443,36.65792465209961,143300,0.0,0
2017-06-14,36.56132618995773,36.89941201200787,36.46473234641137,36.80281448364258,120500,0.0,0
2017-06-15,36.41644191940046,36.89941859290758,36.319844373807285,36.36814498901367,96300,0.0,0
2017-06-16,36.03005599975586,36.41643877917118,35.836864610048195,36.03005599975586,221800,0.0,0
2017-06-19,36.126660237429455,36.31984797814836,35.83687125671118,35.98176574707031,125700,0.0,0
2017-06-20,35.83686336859935,36.126652285531705,35.38286785605568,35.595375061035156,85000,0.0,0
2017-06-21,35.6436850847441,35.7016399355825,34.87091934857763,34.919219970703125,107200,0.0,0
2017-06-22,35.015805105100725,35.11239895560091,34.5811254082115,34.87091064453125,92900,0.0,0
2017-06-23,34.774318826278794,35.01580715146129,34.62942435724153,34.96751022338867,164100,0.0,0
2017-06-26,35.015804142962374,35.015804142962374,34.58112445801695,34.82261276245117,74800,0.0,0
2017-06-27,34.8226241673475,35.257303994656645,34.43624496459961,34.43624496459961,107100,0.0,0
2017-06-28,34.77431693535412,35.06410217285156,34.46521219071429,35.06410217285156,175900,0.0,0
2017-06-29,35.160701751708984,35.59537779080403,34.62942448646938,35.160701751708984,157400,0.0,0
2017-06-30,35.208995979823925,35.69197259495232,34.87091013834256,35.595375061035156,109500,0.0,0
2017-07-03,35.74027633666992,35.93346775653481,35.498787983043776,35.74027633666992,53000,0.0,0
2017-07-05,35.69197273986527,36.030054897900136,35.54707828081081,35.78856658935547,85000,0.0,0
